WELL,DEPTH,GR,RHOB,NPHI,PEF,DT,DTS,RT
15/9-F-1 B,3311.5,42.5268,2.5917,0.0906,6.491,65.4419,115.2387,3.581
15/9-F-1 B,3311.6,44.1157,2.5817,0.094,6.3709,65.2929,114.2932,3.6256
15/9-F-1 B,3311.7,47.8779,2.5719,0.0978,6.2778,65.302,113.1916,3.304
15/9-F-1 B,3311.8,50.8112,2.5671,0.1026,6.2288,65.4801,111.92,3.255
15/9-F-1 B,3311.9,50.9296,2.5664,0.1016,6.2223,65.6316,110.8565,3.279
15/9-F-1 B,3312.0,51.49,2.5659,0.1033,6.2392,65.8367,109.7004,3.1958
15/9-F-1 B,3312.1,50.8756,2.563,0.1017,6.2664,66.1124,108.4158,3.2158
15/9-F-1 B,3312.2,49.4719,2.5595,0.0965,6.3118,66.2934,107.6597,3.1478
15/9-F-1 B,3312.3,45.896,2.5603,0.0913,6.3831,66.5166,106.9968,3.1035
15/9-F-1 B,3312.4,42.4644,2.5695,0.0853,6.4767,66.8221,106.3963,3.119
15/9-F-1 B,3312.5,41.7695,2.586,0.0798,6.5681,67.1843,105.7342,3.1714
15/9-F-1 B,3312.6,39.3397,2.603,0.0757,6.6094,67.2347,105.1503,3.5142
15/9-F-1 B,3312.7,38.0587,2.6123,0.0734,6.5739,66.6618,104.7412,3.9377
15/9-F-1 B,3312.8,38.0255,2.6108,0.075,6.4657,66.3547,104.6878,4.0056
15/9-F-1 B,3312.9,39.1921,2.6006,0.0773,6.3093,66.1037,104.8039,3.7605
15/9-F-1 B,3313.0,39.6132,2.5857,0.0826,6.1517,65.8381,105.132,3.5165
15/9-F-1 B,3313.1,40.126,2.5682,0.0892,6.0381,65.4673,105.5182,3.2966
15/9-F-1 B,3313.2,42.8209,2.5496,0.0947,6.0179,65.1971,106.0033,2.5651
15/9-F-1 B,3313.3,48.6427,2.5329,0.0949,6.0977,65.3388,106.7422,2.2983
15/9-F-1 B,3313.4,52.7965,2.5226,0.0938,6.1981,65.4714,107.8028,2.2211
15/9-F-1 B,3313.5,55.1169,2.5216,0.0907,6.2433,65.5846,109.0024,2.2317
15/9-F-1 B,3313.6,54.8234,2.5283,0.0869,6.1999,65.6357,110.2497,2.2966
15/9-F-1 B,3313.7,55.4632,2.5381,0.0834,6.122,66.0192,111.4845,2.4089
15/9-F-1 B,3313.8,54.1687,2.5483,0.0809,6.0781,66.5426,112.6348,2.6582
15/9-F-1 B,3313.9,51.5144,2.5573,0.0804,6.0777,66.9264,113.3368,2.8333
15/9-F-1 B,3314.0,49.3688,2.5642,0.0832,6.0883,67.3294,113.8992,2.9226
15/9-F-1 B,3314.1,47.7191,2.5657,0.089,6.0621,67.7086,114.3654,3.0008
15/9-F-1 B,3314.2,47.7456,2.5588,0.0959,6.0033,67.7753,114.7373,2.9778
15/9-F-1 B,3314.3,50.0172,2.5446,0.102,5.9759,68.0147,115.264,2.8595
15/9-F-1 B,3314.4,50.0742,2.5309,0.1069,6.035,68.3809,115.9197,2.6954
15/9-F-1 B,3314.5,52.5975,2.5253,0.1114,6.1729,68.7189,116.8142,2.5947
15/9-F-1 B,3314.6,56.3003,2.5284,0.1174,6.3234,69.2034,117.9021,2.529
15/9-F-1 B,3314.7,57.0825,2.5347,0.1253,6.4182,69.8203,119.1688,2.4417
15/9-F-1 B,3314.8,55.6302,2.5378,0.1338,6.4384,70.4505,120.9352,2.217
15/9-F-1 B,3314.9,52.9923,2.5329,0.1403,6.3976,71.0605,122.6109,2.015
15/9-F-1 B,3315.0,52.3233,2.5199,0.1453,6.3289,71.6445,124.182,1.6855
15/9-F-1 B,3315.1,52.1433,2.5038,0.1442,6.2639,71.7549,125.1349,1.4946
15/9-F-1 B,3315.2,51.1836,2.4935,0.1379,6.2155,71.7406,125.8251,1.478
15/9-F-1 B,3315.3,51.8384,2.4939,0.1313,6.1858,71.5908,126.2013,1.5042
15/9-F-1 B,3315.4,53.028,2.5041,0.1234,6.1695,71.1913,125.6188,1.5436
15/9-F-1 B,3315.5,51.5744,2.5193,0.1164,6.1573,70.7551,124.6658,1.7078
15/9-F-1 B,3315.6,48.7513,2.5342,0.1118,6.1515,70.3023,123.2763,1.9777
15/9-F-1 B,3315.7,47.1829,2.5456,0.1093,6.1667,69.8056,121.5208,2.0895
15/9-F-1 B,3315.8,48.4368,2.5539,0.1067,6.217,69.2848,119.6985,2.1237
15/9-F-1 B,3315.9,48.3794,2.5628,0.103,6.2868,68.7299,117.8653,2.1798
15/9-F-1 B,3316.0,47.8887,2.5762,0.101,6.3583,68.1347,115.9698,2.3709
15/9-F-1 B,3316.1,46.9915,2.5921,0.0971,6.4087,67.5281,114.4151,2.6209
15/9-F-1 B,3316.2,48.5848,2.6051,0.0933,6.4421,66.9179,113.7392,2.8537
15/9-F-1 B,3316.3,51.7053,2.6094,0.0871,6.4566,66.3837,112.8409,3.0712
15/9-F-1 B,3316.4,50.5602,2.6049,0.0824,6.448,65.9285,111.9962,3.1937
15/9-F-1 B,3316.5,44.3749,2.5954,0.0777,6.4131,65.6492,111.5406,3.1011
15/9-F-1 B,3316.6,41.6057,2.5861,0.0748,6.366,65.5746,110.768,2.893
15/9-F-1 B,3316.7,37.2025,2.5825,0.0749,6.3481,65.5896,110.0032,2.8574
15/9-F-1 B,3316.8,34.6237,2.5868,0.079,6.3833,65.6335,109.8061,3.0741
15/9-F-1 B,3316.9,35.9871,2.594,0.0857,6.4368,65.7716,109.6307,3.3752
15/9-F-1 B,3317.0,40.4364,2.5969,0.0924,6.4674,65.9343,109.498,3.4052
15/9-F-1 B,3317.1,45.0875,2.5937,0.097,6.4792,65.963,109.5534,3.3197
15/9-F-1 B,3317.2,50.6283,2.5907,0.0984,6.5197,66.1169,109.776,3.2352
15/9-F-1 B,3317.3,55.312,2.5953,0.0979,6.5912,66.3334,110.0953,3.3454
15/9-F-1 B,3317.4,58.1817,2.6074,0.0973,6.6497,66.4104,110.3487,3.6255
15/9-F-1 B,3317.5,57.3527,2.619,0.0971,6.6507,66.4598,110.7646,3.7164
15/9-F-1 B,3317.6,57.1338,2.6227,0.0971,6.6069,66.4849,111.3014,3.4515
15/9-F-1 B,3317.7,55.2854,2.6191,0.0965,6.5827,66.448,111.8008,3.505
15/9-F-1 B,3317.8,52.4433,2.6139,0.0954,6.6049,66.4502,112.3153,3.4366
15/9-F-1 B,3317.9,52.211,2.6108,0.0942,6.6469,66.4913,112.8437,3.2152
15/9-F-1 B,3318.0,51.246,2.6064,0.0936,6.6598,66.8787,113.1284,3.0492
15/9-F-1 B,3318.1,48.2982,2.5968,0.0963,6.6195,67.3278,113.328,2.9586
15/9-F-1 B,3318.2,44.7264,2.5835,0.0989,6.5582,67.8426,113.4277,2.936
15/9-F-1 B,3318.3,43.7705,2.5749,0.1009,6.5127,68.1814,113.0262,2.94
15/9-F-1 B,3318.4,45.7154,2.5769,0.1052,6.494,68.5401,113.0778,2.8119
15/9-F-1 B,3318.5,50.3105,2.5874,0.1084,6.4829,68.9385,113.7748,2.595
15/9-F-1 B,3318.6,55.1994,2.5986,0.1108,6.4601,69.3429,114.3435,2.2682
15/9-F-1 B,3318.7,53.6951,2.6008,0.1129,6.4133,69.7291,115.5066,1.5298
15/9-F-1 B,3318.8,48.8633,2.5884,0.1182,6.3293,70.0846,117.6648,1.3581
15/9-F-1 B,3318.9,46.8191,2.5628,0.1224,6.2203,70.4513,119.5286,1.3155
15/9-F-1 B,3319.0,46.8714,2.5324,0.1271,6.1217,70.809,121.3599,1.3117
15/9-F-1 B,3319.1,46.582,2.5088,0.1314,6.077,71.1453,123.2229,1.3418
15/9-F-1 B,3319.2,47.0463,2.499,0.1312,6.0908,71.5534,124.3526,1.3571
15/9-F-1 B,3319.3,48.9436,2.5029,0.1323,6.1369,71.8818,125.0218,1.3893
15/9-F-1 B,3319.4,48.1311,2.5129,0.1266,6.1872,71.9633,124.9764,1.4228
15/9-F-1 B,3319.5,44.4284,2.52,0.1215,6.2168,71.8568,124.6845,1.4124
15/9-F-1 B,3319.6,39.7792,2.5224,0.1149,6.2154,71.5827,124.1964,1.5281
15/9-F-1 B,3319.7,35.7727,2.5243,0.1041,6.1805,70.9642,123.3309,1.7083
15/9-F-1 B,3319.8,37.2357,2.5298,0.0995,6.1248,70.4804,122.5357,1.7994
15/9-F-1 B,3319.9,38.5501,2.5372,0.0935,6.084,70.0614,121.7329,1.9624
15/9-F-1 B,3320.0,36.8545,2.5424,0.0903,6.0813,69.6849,120.7758,1.9893
15/9-F-1 B,3320.1,37.1559,2.544,0.0893,6.1139,69.5039,120.0643,1.9003
15/9-F-1 B,3320.2,37.6848,2.5436,0.0898,6.1375,69.4131,119.5434,1.6686
15/9-F-1 B,3320.3,40.3119,2.5413,0.092,6.108,69.2614,119.4143,1.519
15/9-F-1 B,3320.4,42.0737,2.5351,0.0971,6.035,69.0958,119.3945,1.5086
15/9-F-1 B,3320.5,44.2049,2.5247,0.1039,5.9622,68.9485,119.4411,1.5689
15/9-F-1 B,3320.6,42.7475,2.514,0.1095,5.9325,69.0634,119.4639,1.7809
15/9-F-1 B,3320.7,37.8208,2.5083,0.1123,5.9623,69.0739,119.3665,2.0442
15/9-F-1 B,3320.8,34.1671,2.5107,0.1115,6.0422,68.9939,119.1406,2.2121
15/9-F-1 B,3320.9,29.4493,2.5205,0.1059,6.1601,68.7089,118.1817,2.2622
15/9-F-1 B,3321.0,27.4597,2.5333,0.0973,6.2877,68.3369,117.1894,2.4513
15/9-F-1 B,3321.1,27.1946,2.5466,0.0901,6.4074,67.881,116.1562,2.6449
15/9-F-1 B,3321.2,29.7537,2.5609,0.0793,6.5104,67.5169,114.9534,3.0515
15/9-F-1 B,3321.3,37.3514,2.5773,0.0718,6.5831,67.3049,113.9259,2.9411
15/9-F-1 B,3321.4,46.4513,2.5945,0.0664,6.6346,67.2695,113.1127,2.7396
15/9-F-1 B,3321.5,51.4884,2.6041,0.0663,6.664,67.4653,113.0002,2.5309
15/9-F-1 B,3321.6,53.863,2.5991,0.0732,6.6655,67.7972,112.9317,2.2526
15/9-F-1 B,3321.7,53.5381,2.5813,0.0865,6.6396,68.2961,112.884,1.9427
15/9-F-1 B,3321.8,53.3472,2.5572,0.1027,6.5788,68.7393,115.0095,1.7539
15/9-F-1 B,3321.9,50.3663,2.5352,0.1192,6.4842,69.293,117.1523,1.4474
15/9-F-1 B,3322.0,47.6002,2.5207,0.126,6.3571,70.0404,118.8989,1.1989
15/9-F-1 B,3322.1,45.3306,2.512,0.1326,6.2055,70.5831,120.2194,1.1344
15/9-F-1 B,3322.2,43.9917,2.504,0.1343,6.0682,71.0717,121.3846,1.3967
15/9-F-1 B,3322.3,45.6337,2.4952,0.1325,5.9908,71.5226,122.3831,1.5521
15/9-F-1 B,3322.4,47.8705,2.4897,0.1332,6.0042,71.7248,122.8926,1.7012
15/9-F-1 B,3322.5,49.1196,2.492,0.1302,6.0795,71.8359,123.1397,1.7786
15/9-F-1 B,3322.6,46.8813,2.5024,0.1266,6.1651,71.8699,123.0207,1.6963
15/9-F-1 B,3322.7,41.8081,2.5157,0.1227,6.2298,71.6509,122.4178,1.5555
15/9-F-1 B,3322.8,39.2056,2.5252,0.1163,6.2693,71.3353,121.6413,1.5332
15/9-F-1 B,3322.9,41.2969,2.5291,0.1109,6.3088,70.9751,120.8177,1.7541
15/9-F-1 B,3323.0,45.8841,2.5315,0.105,6.3663,70.5575,119.9847,2.2064
15/9-F-1 B,3323.1,50.5703,2.541,0.1004,6.4276,70.1494,119.2979,2.2881
15/9-F-1 B,3323.2,53.8357,2.5571,0.0984,6.4445,69.8906,119.2739,2.3246
15/9-F-1 B,3323.3,56.4924,2.5675,0.1002,6.3871,69.6945,119.3692,2.2447
15/9-F-1 B,3323.4,57.4993,2.5684,0.1053,6.2968,69.5058,119.5422,2.1711
15/9-F-1 B,3323.5,61.1568,2.5622,0.1113,6.2069,69.1579,119.8095,2.1736
15/9-F-1 B,3323.6,61.6272,2.5536,0.1157,6.154,68.8549,119.8344,2.4141
15/9-F-1 B,3323.7,63.8863,2.5468,0.1166,6.1739,68.6043,119.694,2.7059
15/9-F-1 B,3323.8,62.9208,2.5451,0.1147,6.2612,68.5939,119.4564,2.9044
15/9-F-1 B,3323.9,61.0456,2.5498,0.1113,6.3758,68.6811,119.2306,3.0899
15/9-F-1 B,3324.0,60.5357,2.5598,0.108,6.4779,68.8541,119.0227,3.1413
15/9-F-1 B,3324.1,59.8034,2.572,0.1057,6.5335,69.2346,119.0069,3.0131
15/9-F-1 B,3324.2,57.2158,2.5836,0.1058,6.5248,69.566,119.1101,2.585
15/9-F-1 B,3324.3,54.5516,2.5923,0.1092,6.4609,69.853,119.3263,2.2733
15/9-F-1 B,3324.4,52.8579,2.5955,0.1148,6.3781,70.3754,119.6014,2.2903
15/9-F-1 B,3324.5,53.1151,2.5912,0.1218,6.3138,70.6897,119.8862,2.3769
15/9-F-1 B,3324.6,52.4276,2.58,0.1217,6.2826,70.7629,120.1809,2.4595
15/9-F-1 B,3324.7,50.6287,2.5669,0.1199,6.2743,70.887,120.4347,2.4161
15/9-F-1 B,3324.8,46.2351,2.5582,0.116,6.2745,71.0263,120.6659,2.3663
15/9-F-1 B,3324.9,45.3678,2.5543,0.1127,6.2774,71.1825,120.8693,2.3098
15/9-F-1 B,3325.0,47.5103,2.5523,0.1117,6.2825,71.3883,121.076,2.3673
15/9-F-1 B,3325.1,50.0372,2.5499,0.1122,6.2882,71.5383,121.2903,2.4567
15/9-F-1 B,3325.2,57.1964,2.5476,0.1139,6.2815,71.5825,121.5167,2.5106
15/9-F-1 B,3325.3,69.3712,2.548,0.1183,6.2504,71.5606,121.729,2.4913
15/9-F-1 B,3325.4,77.6488,2.5513,0.127,6.2135,71.4857,121.8494,2.4848
15/9-F-1 B,3325.5,82.3591,2.5557,0.1408,6.2087,71.3252,121.7789,2.4845
15/9-F-1 B,3325.6,81.4466,2.5597,0.156,6.2602,71.0618,121.2502,2.5235
15/9-F-1 B,3325.7,70.7092,2.5631,0.1662,6.36,70.7083,120.6518,2.5787
15/9-F-1 B,3325.8,56.2467,2.5659,0.1674,6.4674,70.1883,120.1798,2.4662
15/9-F-1 B,3325.9,46.0174,2.5666,0.1589,6.532,69.8121,119.8162,2.4436
15/9-F-1 B,3326.0,39.9207,2.5645,0.1419,6.5283,69.5602,119.5443,2.5512
15/9-F-1 B,3326.1,41.3982,2.5621,0.1209,6.4696,69.5683,119.4632,2.9198
15/9-F-1 B,3326.2,45.148,2.5644,0.0966,6.3962,69.9648,119.7946,3.0125
15/9-F-1 B,3326.3,50.8896,2.5742,0.0848,6.3564,70.6249,120.4459,2.3735
15/9-F-1 B,3326.4,55.8996,2.5902,0.0875,6.3665,71.7314,121.7524,1.6089
15/9-F-1 B,3326.5,52.9364,2.6061,0.1024,6.3773,73.2646,123.7175,1.3501
15/9-F-1 B,3326.6,50.6911,2.613,0.1269,6.3194,75.044,126.0656,0.9607
15/9-F-1 B,3326.7,48.7671,2.5992,0.1544,6.1595,76.95,128.623,0.6605
15/9-F-1 B,3326.8,48.6867,2.5584,0.1841,5.9399,79.0996,130.5605,0.5486
15/9-F-1 B,3326.9,47.1849,2.4898,0.2034,5.7418,81.3177,131.9869,0.5675
15/9-F-1 B,3327.0,44.24,2.4138,0.2101,5.6315,82.5772,132.2833,0.5696
15/9-F-1 B,3327.1,43.0559,2.3572,0.2111,5.5969,83.5009,132.2828,0.5127
15/9-F-1 B,3327.2,41.8524,2.3303,0.2076,5.5823,84.1353,132.097,0.4909
15/9-F-1 B,3327.3,37.5275,2.3234,0.2027,5.5604,84.2083,133.1491,0.4947
15/9-F-1 B,3327.4,34.5519,2.3243,0.1981,5.5636,84.305,134.6943,0.4869
15/9-F-1 B,3327.5,35.1106,2.3289,0.1932,5.6412,84.4236,136.7178,0.5156
15/9-F-1 B,3327.6,36.712,2.3401,0.1925,5.7848,84.4403,139.2547,0.606
15/9-F-1 B,3327.7,40.0131,2.3582,0.1927,5.9098,84.5138,141.5077,0.5185
15/9-F-1 B,3327.8,39.5279,2.3754,0.1988,5.9367,84.6539,143.4161,0.4621
15/9-F-1 B,3327.9,38.4351,2.3794,0.2066,5.8637,84.6276,144.7914,0.4031
15/9-F-1 B,3328.0,35.7336,2.3642,0.2191,5.7634,84.5432,145.5578,0.3597
15/9-F-1 B,3328.1,37.5866,2.3358,0.23,5.7072,84.3926,145.5095,0.3384
15/9-F-1 B,3328.2,39.8659,2.308,0.2304,5.7035,84.252,144.7422,0.3744
15/9-F-1 B,3328.3,40.3559,2.2914,0.2239,5.7233,84.076,143.5954,0.4563
15/9-F-1 B,3328.4,42.3951,2.2902,0.2128,5.7347,83.8372,141.9555,0.5373
15/9-F-1 B,3328.5,45.9191,2.2999,0.2011,5.7318,83.6461,140.9655,0.5889
15/9-F-1 B,3328.6,48.4335,2.3168,0.189,5.7177,83.5488,140.2621,0.6609
15/9-F-1 B,3328.7,49.755,2.3375,0.1875,5.6945,83.6332,139.9108,0.6379
15/9-F-1 B,3328.8,45.6961,2.3596,0.1841,5.6624,83.8538,140.224,0.613
15/9-F-1 B,3328.9,41.1383,2.3771,0.1882,5.6278,84.1235,140.8206,0.5822
15/9-F-1 B,3329.0,40.7921,2.3829,0.1961,5.6037,84.428,141.7108,0.5021
15/9-F-1 B,3329.1,38.5338,2.3763,0.2061,5.5927,84.6196,142.8131,0.4398
15/9-F-1 B,3329.2,38.3144,2.3626,0.215,5.5908,84.7243,143.9689,0.4154
15/9-F-1 B,3329.3,39.0525,2.3456,0.2207,5.5986,84.661,145.0517,0.4037
15/9-F-1 B,3329.4,38.8563,2.3295,0.222,5.6009,84.4405,145.4709,0.4062
15/9-F-1 B,3329.5,38.7119,2.3169,0.2203,5.5827,84.11,145.411,0.4116
15/9-F-1 B,3329.6,38.1345,2.3104,0.2179,5.5499,83.5847,144.4614,0.4462
15/9-F-1 B,3329.7,35.7055,2.3112,0.216,5.5239,82.8447,142.8416,0.4685
15/9-F-1 B,3329.8,35.3661,2.3191,0.2147,5.5303,81.9938,140.8392,0.4276
15/9-F-1 B,3329.9,35.5633,2.3302,0.2124,5.5691,81.1785,138.7057,0.3732
15/9-F-1 B,3330.0,33.8773,2.3377,0.2078,5.6262,80.3544,136.8618,0.3628
15/9-F-1 B,3330.1,32.8365,2.3387,0.2037,5.6919,79.5468,135.281,0.4498
15/9-F-1 B,3330.2,35.8419,2.3388,0.1919,5.7646,78.9894,134.4937,0.5785
15/9-F-1 B,3330.3,39.2074,2.3487,0.1845,5.8381,78.6308,134.1383,0.6809
15/9-F-1 B,3330.4,39.6132,2.3706,0.1797,5.8949,78.4518,134.1577,0.6868
15/9-F-1 B,3330.5,37.3894,2.3955,0.1789,5.9001,78.7896,134.8907,0.5971
15/9-F-1 B,3330.6,37.5875,2.4107,0.1852,5.8238,79.0121,135.8536,0.4715
15/9-F-1 B,3330.7,37.3339,2.4064,0.1909,5.6717,79.1227,137.0411,0.4169
15/9-F-1 B,3330.8,38.0489,2.3858,0.1959,5.5025,79.3569,138.2284,0.4265
15/9-F-1 B,3330.9,39.696,2.3584,0.1976,5.3943,79.2468,139.0859,0.4698
15/9-F-1 B,3331.0,36.7612,2.3369,0.1934,5.3868,78.7316,139.555,0.4931
15/9-F-1 B,3331.1,33.7681,2.3271,0.1925,5.4412,78.8408,140.1819,0.4766
15/9-F-1 B,3331.2,32.0582,2.326,0.1921,5.5091,78.5304,139.4933,0.4268
15/9-F-1 B,3331.3,29.0221,2.3285,0.1902,5.5647,77.5528,136.8904,0.4114
15/9-F-1 B,3331.4,26.9194,2.3321,0.1847,5.6164,76.6987,133.1489,0.4164
15/9-F-1 B,3331.5,25.5339,2.3386,0.1747,5.6782,75.6556,129.0756,0.5555
15/9-F-1 B,3331.6,23.6526,2.3536,0.1614,5.7553,74.2522,124.6911,0.7656
15/9-F-1 B,3331.7,23.3339,2.3786,0.147,5.8283,72.786,121.4252,0.8774
15/9-F-1 B,3331.8,20.7236,2.4108,0.1364,5.8825,71.3195,118.7732,0.9498
15/9-F-1 B,3331.9,20.61,2.4443,0.1216,5.9172,69.8871,116.9904,1.0976
15/9-F-1 B,3332.0,21.735,2.4737,0.1143,5.9262,69.3525,116.6989,1.3247
15/9-F-1 B,3332.1,24.2179,2.4934,0.1121,5.8911,69.1607,116.791,1.4982
15/9-F-1 B,3332.2,25.2481,2.4998,0.1133,5.8213,69.2502,116.8369,1.4506
15/9-F-1 B,3332.3,25.3939,2.4953,0.1184,5.7647,69.8335,116.9606,1.5301
15/9-F-1 B,3332.4,26.6445,2.4865,0.1194,5.7694,70.4722,117.1237,1.4906
15/9-F-1 B,3332.5,27.0489,2.4801,0.117,5.8259,70.6949,117.3347,1.3008
15/9-F-1 B,3332.6,28.2611,2.4783,0.1197,5.8622,71.1221,118.2201,1.2392
15/9-F-1 B,3332.7,30.091,2.4766,0.1257,5.8227,71.6478,119.485,1.1646
15/9-F-1 B,3332.8,32.1624,2.468,0.1345,5.7232,72.2124,121.1357,0.8876
15/9-F-1 B,3332.9,36.0959,2.4498,0.1444,5.6383,72.9044,123.2148,0.6347
15/9-F-1 B,3333.0,38.6947,2.429,0.153,5.6199,73.6635,125.5507,0.6274
15/9-F-1 B,3333.1,38.7107,2.4126,0.1589,5.6451,74.3997,128.0282,0.7525
15/9-F-1 B,3333.2,39.9424,2.4039,0.1615,5.6714,74.9803,130.1498,0.8242
15/9-F-1 B,3333.3,39.9803,2.4021,0.1619,5.6813,75.448,132.0242,0.8471
15/9-F-1 B,3333.4,39.9403,2.405,0.1617,5.6791,75.8222,133.8077,0.8141
15/9-F-1 B,3333.5,40.22,2.4092,0.162,5.687,76.1826,134.8403,0.7361
15/9-F-1 B,3333.6,37.6825,2.412,0.1633,5.7215,76.5272,135.289,0.6716
15/9-F-1 B,3333.7,34.7502,2.4111,0.1651,5.776,76.7341,136.7016,0.6403
15/9-F-1 B,3333.8,32.805,2.405,0.1669,5.8194,76.85,137.3275,0.7192
15/9-F-1 B,3333.9,30.9502,2.3948,0.1675,5.8236,76.8732,137.17,0.8698
15/9-F-1 B,3334.0,29.5471,2.3837,0.1655,5.7881,76.5756,136.6689,0.877
15/9-F-1 B,3334.1,27.9425,2.3752,0.1614,5.7388,76.2107,135.4753,0.8395
15/9-F-1 B,3334.2,28.2456,2.3734,0.1611,5.7152,75.774,133.456,0.812
15/9-F-1 B,3334.3,29.4256,2.3799,0.1568,5.7438,75.2616,130.9539,0.7878
15/9-F-1 B,3334.4,28.7563,2.3913,0.1603,5.8026,74.7684,128.3387,0.8356
15/9-F-1 B,3334.5,29.865,2.4023,0.1581,5.856,74.314,125.6193,0.9435
15/9-F-1 B,3334.6,28.9856,2.4103,0.1486,5.8799,74.1234,123.6839,1.0275
15/9-F-1 B,3334.7,27.2936,2.4179,0.1429,5.8853,74.1108,123.0376,0.9633
15/9-F-1 B,3334.8,27.3667,2.431,0.1329,5.9008,74.3533,124.507,0.8434
15/9-F-1 B,3334.9,28.5337,2.4494,0.1315,5.9191,74.8155,126.5432,0.8246
15/9-F-1 B,3335.0,29.9479,2.4659,0.136,5.9068,75.4411,128.6483,0.8115
15/9-F-1 B,3335.1,32.3576,2.4704,0.1456,5.851,76.3294,130.657,0.7703
15/9-F-1 B,3335.2,33.0296,2.4561,0.1606,5.7655,77.2058,133.1754,0.6912
15/9-F-1 B,3335.3,32.6477,2.425,0.1835,5.6743,78.0435,135.6486,0.4569
15/9-F-1 B,3335.4,32.722,2.3812,0.205,5.592,78.7779,137.5973,0.2692
15/9-F-1 B,3335.5,34.6329,2.334,0.2211,5.5409,79.052,138.7259,0.2349
15/9-F-1 B,3335.6,40.2011,2.2968,0.222,5.5719,78.9494,138.8169,0.2813
15/9-F-1 B,3335.7,47.5449,2.2864,0.2057,5.7175,78.0777,136.211,0.5986
15/9-F-1 B,3335.8,56.5496,2.3152,0.1758,5.9628,77.0153,133.2759,1.3128
15/9-F-1 B,3335.9,63.8931,2.3784,0.1513,6.2199,75.8542,129.8356,1.8109
15/9-F-1 B,3336.0,64.0468,2.4548,0.1348,6.4099,74.6356,124.6574,2.267
15/9-F-1 B,3336.1,64.7598,2.5189,0.1302,6.4955,73.8223,121.3531,2.431
15/9-F-1 B,3336.2,66.5363,2.5579,0.1323,6.4872,73.2671,119.3058,2.2544
15/9-F-1 B,3336.3,67.2514,2.5716,0.1356,6.4213,72.939,118.7669,2.2158
15/9-F-1 B,3336.4,66.5477,2.5711,0.1376,6.3541,72.8572,119.9629,2.0771
15/9-F-1 B,3336.5,61.7143,2.5658,0.1389,6.3121,72.8959,122.1839,1.9262
15/9-F-1 B,3336.6,57.904,2.5586,0.1407,6.2803,72.3397,122.3589,1.7748
15/9-F-1 B,3336.7,54.6553,2.5465,0.1428,6.2315,71.9716,122.4956,1.5372
15/9-F-1 B,3336.8,52.1229,2.528,0.1451,6.1639,71.7627,122.5744,1.411
15/9-F-1 B,3336.9,45.5492,2.5062,0.1393,6.104,71.6466,121.73,1.3083
15/9-F-1 B,3337.0,41.4036,2.4892,0.1314,6.0882,71.6716,120.994,1.0721
15/9-F-1 B,3337.1,39.5086,2.4867,0.1203,6.145,71.84,120.3704,1.1093
15/9-F-1 B,3337.2,40.341,2.5043,0.1097,6.2699,72.1254,120.108,1.6243
15/9-F-1 B,3337.3,41.8623,2.5352,0.1041,6.4169,72.0926,119.9062,1.9469
15/9-F-1 B,3337.4,43.8602,2.564,0.1062,6.5021,71.6691,119.769,1.9695
15/9-F-1 B,3337.5,46.5296,2.5783,0.1141,6.4756,71.4452,120.1245,1.8947
15/9-F-1 B,3337.6,49.2305,2.5756,0.1245,6.3542,71.4416,120.6218,1.804
15/9-F-1 B,3337.7,51.8584,2.5618,0.1345,6.206,71.743,121.2794,1.535
15/9-F-1 B,3337.8,53.8498,2.5422,0.1448,6.0861,72.3032,123.2022,1.3058
15/9-F-1 B,3337.9,54.8535,2.5215,0.1487,6.0188,72.8953,125.1979,1.31
15/9-F-1 B,3338.0,54.1105,2.5029,0.1545,6.0058,73.4769,126.9956,1.4566
15/9-F-1 B,3338.1,52.37,2.4896,0.1539,6.0433,73.8498,128.1828,1.4237
15/9-F-1 B,3338.2,51.0989,2.4808,0.1542,6.1168,74.131,128.9805,1.3301
15/9-F-1 B,3338.3,51.4465,2.4756,0.1532,6.19,74.3013,129.1817,1.2311
15/9-F-1 B,3338.4,49.7186,2.4738,0.1535,6.2203,74.2994,128.769,1.1017
15/9-F-1 B,3338.5,48.5249,2.4761,0.151,6.1982,74.1651,128.0422,1.0208
15/9-F-1 B,3338.6,49.761,2.4818,0.1475,6.1402,73.7901,126.912,1.0609
15/9-F-1 B,3338.7,50.8309,2.4883,0.1408,6.0778,73.1995,125.5585,1.2142
15/9-F-1 B,3338.8,49.3315,2.4947,0.1373,6.0338,72.5656,124.223,1.3099
15/9-F-1 B,3338.9,46.7565,2.5019,0.1328,6.0237,72.0634,123.2621,1.3579
15/9-F-1 B,3339.0,44.0914,2.5101,0.1316,6.0561,71.6391,122.8675,1.4257
15/9-F-1 B,3339.1,42.0392,2.5179,0.1347,6.1141,71.2841,122.7312,1.4793
15/9-F-1 B,3339.2,43.8162,2.5207,0.1385,6.1749,71.0988,122.5848,1.4389
15/9-F-1 B,3339.3,48.4926,2.5157,0.1456,6.2126,70.9346,122.7322,1.3205
15/9-F-1 B,3339.4,53.5704,2.5067,0.1474,6.2313,70.817,122.9977,1.291
15/9-F-1 B,3339.5,53.3526,2.5005,0.1438,6.2456,70.956,122.8929,1.3717
15/9-F-1 B,3339.6,52.5827,2.5005,0.1406,6.2574,70.9318,122.85,1.4273
15/9-F-1 B,3339.7,50.9587,2.5074,0.1385,6.2517,70.8061,122.8388,1.5717
